,Purchase,Sale
-21,0.0003918537839142644,0.00012778989456596612
-20,0.002909774486857142,0.00071895890434992
-19,0.0018327046142381231,0.0009262422825460082
-18,2.064406933621754e-06,-8.324608064924632e-05
-17,-0.0011825334285354705,0.0006187171012246306
-16,-0.0017638233148032922,0.00022239455420147713
-15,-0.002172629703788176,0.0005065432983513141
-14,-0.0010823724521953348,0.0018015245389382262
-13,-0.0002583283766548483,0.0010353146035901872
-12,-0.0006673846213246515,0.001789714951747623
-11,0.00028700901150124913,0.0003070844044956722
-10,0.00032415196384105727,0.00174543209395428
-9,-0.0019073326657060852,0.0020507161771690097
-8,-0.002963581406274507,0.0033842310891345484
-7,-0.0048509592963442705,0.00501701614666672
-6,-0.0052560471860342295,0.0068984096350108715
-5,-0.005408252852950324,0.014160513394283702
-4,-0.005136693812368365,0.01593991653177884
-3,-0.00403673910686797,0.0164162001822592
-2,-0.002415287018250667,0.014378547685184095
-1,-0.0027332934056648606,0.012906707519701133
0,-0.0020666551600651006,0.014767366370470603
1,-0.002297121293833304,0.018496914606833226
2,-0.0025347747723470926,0.02241477983752982
3,-0.002531179210005563,0.024217553694242833
4,-0.0013898724056990996,0.024871252257208987
5,-0.0006929287629204861,0.02692694698290654
6,-0.0013782526803394202,0.0280475019380233
7,-0.0019453067821261216,0.030721530997390722
8,-0.0027858620622011054,0.03165632591363399
9,-0.004261865705140422,0.031651936527946845
10,-0.0056268311265473825,0.03324564975469735
11,-0.005653023392683587,0.03318503457486033
12,-0.0050099359434589985,0.032411971157968233
13,-0.005068315731428519,0.034392026743870874
14,-0.004697985910610325,0.036332177531132936
15,-0.0039880323662574435,0.0397456384301238
16,-0.0007120217114874317,0.042197901462208476
17,-0.0004484519788494623,0.04389979794104093
18,-0.0007718713647327791,0.04386077552905032
19,-0.003563784557502281,0.040585955468789736
20,-0.0043181250644555025,0.04111745373780673
21,-0.00358013583479988,0.039786962435901074
22,-0.0036537417352140444,0.04190065296162948
